lat,lon,elevation,time,speed,source
47.608921,19.147654,158.44,2025-10-20 12:47:21.056000+00:00,,20251020-001.gpx
47.6089273,19.1476481,158.43,2025-10-20 12:47:21.260000+00:00,,20251020-001.gpx
47.6089334,19.1476422,158.43,2025-10-20 12:47:21.460000+00:00,,20251020-001.gpx
47.6089395,19.1476362,158.42,2025-10-20 12:47:21.663000+00:00,,20251020-001.gpx
47.6089455,19.14763,158.41,2025-10-20 12:47:21.865000+00:00,,20251020-001.gpx
47.6089513,19.1476238,158.41,2025-10-20 12:47:22.066000+00:00,,20251020-001.gpx
47.6089572,19.1476172,158.41,2025-10-20 12:47:22.271000+00:00,,20251020-001.gpx
47.6089628,19.1476109,158.4,2025-10-20 12:47:22.472000+00:00,,20251020-001.gpx
47.6089681,19.1476047,158.4,2025-10-20 12:47:22.673000+00:00,,20251020-001.gpx
47.6089721,19.1475998,158.39,2025-10-20 12:47:22.854000+00:00,,20251020-001.gpx
47.6089755,19.1475955,158.38,2025-10-20 12:47:23.055000+00:00,,20251020-001.gpx
47.6089775,19.1475924,158.38,2025-10-20 12:47:23.279000+00:00,,20251020-001.gpx
47.6089783,19.1475909,158.38,2025-10-20 12:47:23.479000+00:00,,20251020-001.gpx
47.6089782,19.1475903,158.38,2025-10-20 12:47:23.680000+00:00,,20251020-001.gpx
47.6089775,19.1475905,158.38,2025-10-20 12:47:23.882000+00:00,,20251020-001.gpx
47.6089763,19.1475912,158.38,2025-10-20 12:47:24.084000+00:00,,20251020-001.gpx
47.6089747,19.1475924,158.38,2025-10-20 12:47:24.279000+00:00,,20251020-001.gpx
47.6089729,19.1475938,158.37,2025-10-20 12:47:24.485000+00:00,,20251020-001.gpx
47.6089708,19.1475954,158.38,2025-10-20 12:47:24.687000+00:00,,20251020-001.gpx
47.6089684,19.1475966,158.39,2025-10-20 12:47:24.888000+00:00,,20251020-001.gpx
47.6089658,19.1475969,158.39,2025-10-20 12:47:25.068000+00:00,,20251020-001.gpx
47.6089618,19.1475959,158.38,2025-10-20 12:47:25.294000+00:00,,20251020-001.gpx
47.6089575,19.1475935,158.37,2025-10-20 12:47:25.497000+00:00,,20251020-001.gpx
47.6089526,19.1475894,158.37,2025-10-20 12:47:25.699000+00:00,,20251020-001.gpx
47.6089472,19.1475838,158.38,2025-10-20 12:47:25.900000+00:00,,20251020-001.gpx
47.6089416,19.1475772,158.38,2025-10-20 12:47:26.101000+00:00,,20251020-001.gpx
47.6089359,19.1475698,158.39,2025-10-20 12:47:26.305000+00:00,,20251020-001.gpx
47.6089299,19.1475614,158.4,2025-10-20 12:47:26.508000+00:00,,20251020-001.gpx
47.6089244,19.147553,158.4,2025-10-20 12:47:26.688000+00:00,,20251020-001.gpx
47.6089176,19.1475422,158.4,2025-10-20 12:47:26.909000+00:00,,20251020-001.gpx
47.6089114,19.1475319,158.41,2025-10-20 12:47:27.110000+00:00,,20251020-001.gpx
47.6089055,19.1475219,158.42,2025-10-20 12:47:27.302000+00:00,,20251020-001.gpx
47.6088994,19.1475113,158.42,2025-10-20 12:47:27.503000+00:00,,20251020-001.gpx
47.6088929,19.1474995,158.43,2025-10-20 12:47:27.723000+00:00,,20251020-001.gpx
47.6088878,19.1474897,158.43,2025-10-20 12:47:27.904000+00:00,,20251020-001.gpx
47.6088823,19.1474788,158.43,2025-10-20 12:47:28.105000+00:00,,20251020-001.gpx
47.6088765,19.1474671,158.43,2025-10-20 12:47:28.315000+00:00,,20251020-001.gpx
47.6088729,19.1474595,158.43,2025-10-20 12:47:28.455000+00:00,,20251020-001.gpx
47.6088667,19.1474466,158.44,2025-10-20 12:47:28.696000+00:00,,20251020-001.gpx
47.6088622,19.147437,158.44,2025-10-20 12:47:28.875000+00:00,,20251020-001.gpx
47.6088565,19.1474249,158.43,2025-10-20 12:47:29.116000+00:00,,20251020-001.gpx
47.6088521,19.1474157,158.42,2025-10-20 12:47:29.299000+00:00,,20251020-001.gpx
47.6088478,19.1474069,158.43,2025-10-20 12:47:29.479000+00:00,,20251020-001.gpx
47.6088427,19.1473965,158.44,2025-10-20 12:47:29.702000+00:00,,20251020-001.gpx
47.6088386,19.1473883,158.45,2025-10-20 12:47:29.883000+00:00,,20251020-001.gpx
47.6088342,19.1473795,158.46,2025-10-20 12:47:30.083000+00:00,,20251020-001.gpx
47.6088291,19.1473697,158.46,2025-10-20 12:47:30.310000+00:00,,20251020-001.gpx
47.6088252,19.1473621,158.45,2025-10-20 12:47:30.491000+00:00,,20251020-001.gpx
47.6088209,19.1473538,158.46,2025-10-20 12:47:30.692000+00:00,,20251020-001.gpx
47.6088167,19.1473455,158.47,2025-10-20 12:47:30.894000+00:00,,20251020-001.gpx
47.608813,19.1473382,158.47,2025-10-20 12:47:31.076000+00:00,,20251020-001.gpx
47.6088083,19.1473287,158.48,2025-10-20 12:47:31.313000+00:00,,20251020-001.gpx
47.6088043,19.1473204,158.47,2025-10-20 12:47:31.515000+00:00,,20251020-001.gpx
47.6088003,19.1473123,158.46,2025-10-20 12:47:31.716000+00:00,,20251020-001.gpx
47.6087967,19.1473051,158.46,2025-10-20 12:47:31.896000+00:00,,20251020-001.gpx
47.6087922,19.1472962,158.46,2025-10-20 12:47:32.116000+00:00,,20251020-001.gpx
47.6087881,19.147288,158.46,2025-10-20 12:47:32.321000+00:00,,20251020-001.gpx
47.608784,19.1472799,158.46,2025-10-20 12:47:32.521000+00:00,,20251020-001.gpx
47.6087799,19.1472715,158.45,2025-10-20 12:47:32.725000+00:00,,20251020-001.gpx
47.6087758,19.1472633,158.45,2025-10-20 12:47:32.927000+00:00,,20251020-001.gpx
47.6087716,19.147255,158.44,2025-10-20 12:47:33.128000+00:00,,20251020-001.gpx
47.6087675,19.1472469,158.44,2025-10-20 12:47:33.331000+00:00,,20251020-001.gpx
47.6087633,19.1472388,158.44,2025-10-20 12:47:33.532000+00:00,,20251020-001.gpx
47.6087591,19.1472305,158.44,2025-10-20 12:47:33.733000+00:00,,20251020-001.gpx
47.6087548,19.1472224,158.44,2025-10-20 12:47:33.935000+00:00,,20251020-001.gpx
47.6087509,19.147215,158.43,2025-10-20 12:47:34.117000+00:00,,20251020-001.gpx
47.608746,19.1472061,158.41,2025-10-20 12:47:34.340000+00:00,,20251020-001.gpx
47.6087417,19.147198,158.4,2025-10-20 12:47:34.541000+00:00,,20251020-001.gpx
47.6087372,19.1471896,158.38,2025-10-20 12:47:34.746000+00:00,,20251020-001.gpx
47.6087332,19.1471819,158.38,2025-10-20 12:47:34.927000+00:00,,20251020-001.gpx
47.6087288,19.1471732,158.38,2025-10-20 12:47:35.131000+00:00,,20251020-001.gpx
47.6087243,19.147164,158.36,2025-10-20 12:47:35.345000+00:00,,20251020-001.gpx
47.6087206,19.1471564,158.36,2025-10-20 12:47:35.521000+00:00,,20251020-001.gpx
47.6087162,19.1471474,158.35,2025-10-20 12:47:35.726000+00:00,,20251020-001.gpx
47.6087118,19.1471379,158.35,2025-10-20 12:47:35.947000+00:00,,20251020-001.gpx
47.6087079,19.1471295,158.33,2025-10-20 12:47:36.148000+00:00,,20251020-001.gpx
47.6087038,19.1471206,158.31,2025-10-20 12:47:36.352000+00:00,,20251020-001.gpx
47.6086997,19.1471117,158.31,2025-10-20 12:47:36.552000+00:00,,20251020-001.gpx
47.6086956,19.1471027,158.31,2025-10-20 12:47:36.753000+00:00,,20251020-001.gpx
47.6086915,19.1470936,158.31,2025-10-20 12:47:36.955000+00:00,,20251020-001.gpx
47.6086874,19.1470848,158.3,2025-10-20 12:47:37.157000+00:00,,20251020-001.gpx
47.6086831,19.1470757,158.29,2025-10-20 12:47:37.357000+00:00,,20251020-001.gpx
47.6086788,19.1470666,158.29,2025-10-20 12:47:37.558000+00:00,,20251020-001.gpx
47.608675,19.1470583,158.29,2025-10-20 12:47:37.739000+00:00,,20251020-001.gpx
47.6086703,19.1470481,158.29,2025-10-20 12:47:37.960000+00:00,,20251020-001.gpx
47.6086661,19.1470387,158.29,2025-10-20 12:47:38.161000+00:00,,20251020-001.gpx
47.608662,19.1470294,158.29,2025-10-20 12:47:38.364000+00:00,,20251020-001.gpx
47.6086579,19.1470203,158.28,2025-10-20 12:47:38.565000+00:00,,20251020-001.gpx
47.6086538,19.1470112,158.28,2025-10-20 12:47:38.767000+00:00,,20251020-001.gpx
47.6086498,19.1470024,158.28,2025-10-20 12:47:38.969000+00:00,,20251020-001.gpx
47.6086455,19.1469934,158.29,2025-10-20 12:47:39.170000+00:00,,20251020-001.gpx
47.6086416,19.146985,158.28,2025-10-20 12:47:39.357000+00:00,,20251020-001.gpx
47.6086369,19.1469752,158.27,2025-10-20 12:47:39.581000+00:00,,20251020-001.gpx
47.6086329,19.1469667,158.27,2025-10-20 12:47:39.784000+00:00,,20251020-001.gpx
47.60863,19.1469607,158.27,2025-10-20 12:47:39.946000+00:00,,20251020-001.gpx
47.6086265,19.1469536,158.26,2025-10-20 12:47:40.169000+00:00,,20251020-001.gpx
47.6086241,19.1469483,158.26,2025-10-20 12:47:40.376000+00:00,,20251020-001.gpx
47.6086223,19.1469437,158.23,2025-10-20 12:47:40.599000+00:00,,20251020-001.gpx
47.6086219,19.1469407,158.21,2025-10-20 12:47:40.802000+00:00,,20251020-001.gpx
47.6086231,19.1469388,158.18,2025-10-20 12:47:41.004000+00:00,,20251020-001.gpx
47.6086262,19.1469382,158.14,2025-10-20 12:47:41.206000+00:00,,20251020-001.gpx
47.6086311,19.1469389,158.11,2025-10-20 12:47:41.410000+00:00,,20251020-001.gpx
47.6086369,19.1469408,158.09,2025-10-20 12:47:41.592000+00:00,,20251020-001.gpx
47.6086449,19.146944,158.07,2025-10-20 12:47:41.795000+00:00,,20251020-001.gpx
47.6086547,19.1469487,158.05,2025-10-20 12:47:42.019000+00:00,,20251020-001.gpx
47.6086645,19.1469537,158.04,2025-10-20 12:47:42.223000+00:00,,20251020-001.gpx
47.6086731,19.1469583,158.04,2025-10-20 12:47:42.393000+00:00,,20251020-001.gpx
47.6086849,19.1469646,158.03,2025-10-20 12:47:42.617000+00:00,,20251020-001.gpx
47.6086959,19.1469705,158.02,2025-10-20 12:47:42.820000+00:00,,20251020-001.gpx
47.6087067,19.1469764,158.02,2025-10-20 12:47:43.022000+00:00,,20251020-001.gpx
47.6087177,19.1469824,158.01,2025-10-20 12:47:43.223000+00:00,,20251020-001.gpx
47.6087287,19.1469886,158.01,2025-10-20 12:47:43.425000+00:00,,20251020-001.gpx
47.6087398,19.1469947,158.02,2025-10-20 12:47:43.629000+00:00,,20251020-001.gpx
47.6087507,19.1470004,158.01,2025-10-20 12:47:43.831000+00:00,,20251020-001.gpx
47.6087616,19.147006,158.0,2025-10-20 12:47:44.032000+00:00,,20251020-001.gpx
47.6087719,19.1470113,157.99,2025-10-20 12:47:44.236000+00:00,,20251020-001.gpx
47.6087812,19.1470159,157.99,2025-10-20 12:47:44.420000+00:00,,20251020-001.gpx
47.6087892,19.1470198,158.0,2025-10-20 12:47:44.581000+00:00,,20251020-001.gpx
47.6088006,19.1470252,158.0,2025-10-20 12:47:44.823000+00:00,,20251020-001.gpx
47.6088097,19.1470295,157.98,2025-10-20 12:47:45.026000+00:00,,20251020-001.gpx
47.6088184,19.1470335,157.97,2025-10-20 12:47:45.230000+00:00,,20251020-001.gpx
47.6088266,19.1470373,157.96,2025-10-20 12:47:45.434000+00:00,,20251020-001.gpx
47.6088346,19.1470408,157.93,2025-10-20 12:47:45.635000+00:00,,20251020-001.gpx
47.6088424,19.1470441,157.91,2025-10-20 12:47:45.837000+00:00,,20251020-001.gpx
47.6088498,19.147047,157.9,2025-10-20 12:47:46.038000+00:00,,20251020-001.gpx
47.6088571,19.1470497,157.89,2025-10-20 12:47:46.239000+00:00,,20251020-001.gpx
47.6088642,19.1470523,157.88,2025-10-20 12:47:46.441000+00:00,,20251020-001.gpx
47.6088704,19.1470548,157.88,2025-10-20 12:47:46.622000+00:00,,20251020-001.gpx
47.6088779,19.1470579,157.87,2025-10-20 12:47:46.845000+00:00,,20251020-001.gpx
47.6088845,19.1470608,157.87,2025-10-20 12:47:47.046000+00:00,,20251020-001.gpx
47.6088892,19.1470628,157.88,2025-10-20 12:47:47.190000+00:00,,20251020-001.gpx
47.6088969,19.1470664,157.88,2025-10-20 12:47:47.433000+00:00,,20251020-001.gpx
47.6089038,19.1470698,157.87,2025-10-20 12:47:47.655000+00:00,,20251020-001.gpx
47.60891,19.147073,157.88,2025-10-20 12:47:47.856000+00:00,,20251020-001.gpx
47.608916,19.1470763,157.88,2025-10-20 12:47:48.057000+00:00,,20251020-001.gpx
47.608922,19.1470798,157.88,2025-10-20 12:47:48.259000+00:00,,20251020-001.gpx
47.6089282,19.1470836,157.88,2025-10-20 12:47:48.459000+00:00,,20251020-001.gpx
47.6089343,19.1470875,157.87,2025-10-20 12:47:48.660000+00:00,,20251020-001.gpx
47.6089406,19.1470916,157.86,2025-10-20 12:47:48.860000+00:00,,20251020-001.gpx
47.6089455,19.147095,157.85,2025-10-20 12:47:49.020000+00:00,,20251020-001.gpx
47.6089529,19.1471004,157.85,2025-10-20 12:47:49.262000+00:00,,20251020-001.gpx
47.6089588,19.1471048,157.84,2025-10-20 12:47:49.466000+00:00,,20251020-001.gpx
47.608965,19.1471096,157.84,2025-10-20 12:47:49.667000+00:00,,20251020-001.gpx
47.6089711,19.1471145,157.83,2025-10-20 12:47:49.869000+00:00,,20251020-001.gpx
47.6089774,19.1471196,157.83,2025-10-20 12:47:50.070000+00:00,,20251020-001.gpx
47.6089838,19.1471248,157.82,2025-10-20 12:47:50.273000+00:00,,20251020-001.gpx
47.60899,19.1471301,157.81,2025-10-20 12:47:50.475000+00:00,,20251020-001.gpx
47.6089964,19.1471358,157.81,2025-10-20 12:47:50.676000+00:00,,20251020-001.gpx
47.6090027,19.1471416,157.8,2025-10-20 12:47:50.877000+00:00,,20251020-001.gpx
47.609009,19.1471476,157.8,2025-10-20 12:47:51.078000+00:00,,20251020-001.gpx
47.6090153,19.1471538,157.79,2025-10-20 12:47:51.283000+00:00,,20251020-001.gpx
47.6090212,19.1471598,157.8,2025-10-20 12:47:51.483000+00:00,,20251020-001.gpx
47.6090272,19.1471659,157.8,2025-10-20 12:47:51.686000+00:00,,20251020-001.gpx
47.6090334,19.1471723,157.8,2025-10-20 12:47:51.888000+00:00,,20251020-001.gpx
47.6090397,19.1471788,157.8,2025-10-20 12:47:52.090000+00:00,,20251020-001.gpx
47.6090454,19.1471847,157.8,2025-10-20 12:47:52.277000+00:00,,20251020-001.gpx
47.6090512,19.1471906,157.79,2025-10-20 12:47:52.463000+00:00,,20251020-001.gpx
47.609058,19.1471976,157.78,2025-10-20 12:47:52.683000+00:00,,20251020-001.gpx
47.6090637,19.1472035,157.78,2025-10-20 12:47:52.866000+00:00,,20251020-001.gpx
47.6090698,19.14721,157.78,2025-10-20 12:47:53.068000+00:00,,20251020-001.gpx
47.6090765,19.1472174,157.77,2025-10-20 12:47:53.294000+00:00,,20251020-001.gpx
47.6090811,19.1472228,157.76,2025-10-20 12:47:53.453000+00:00,,20251020-001.gpx
47.6090872,19.1472305,157.76,2025-10-20 12:47:53.674000+00:00,,20251020-001.gpx
47.6090932,19.1472384,157.76,2025-10-20 12:47:53.894000+00:00,,20251020-001.gpx
47.6090985,19.147246,157.76,2025-10-20 12:47:54.094000+00:00,,20251020-001.gpx
47.6091029,19.1472527,157.77,2025-10-20 12:47:54.269000+00:00,,20251020-001.gpx
47.6091082,19.1472613,157.78,2025-10-20 12:47:54.492000+00:00,,20251020-001.gpx
47.6091128,19.1472693,157.79,2025-10-20 12:47:54.693000+00:00,,20251020-001.gpx
47.6091173,19.1472776,157.8,2025-10-20 12:47:54.894000+00:00,,20251020-001.gpx
47.6091215,19.147286,157.81,2025-10-20 12:47:55.095000+00:00,,20251020-001.gpx
47.6091252,19.1472936,157.81,2025-10-20 12:47:55.282000+00:00,,20251020-001.gpx
47.6091288,19.1473015,157.82,2025-10-20 12:47:55.464000+00:00,,20251020-001.gpx
47.6091327,19.147311,157.83,2025-10-20 12:47:55.686000+00:00,,20251020-001.gpx
47.6091361,19.1473198,157.84,2025-10-20 12:47:55.888000+00:00,,20251020-001.gpx
47.6091393,19.1473289,157.84,2025-10-20 12:47:56.088000+00:00,,20251020-001.gpx
47.6091422,19.1473383,157.84,2025-10-20 12:47:56.290000+00:00,,20251020-001.gpx
47.6091448,19.1473477,157.83,2025-10-20 12:47:56.491000+00:00,,20251020-001.gpx
47.6091473,19.1473575,157.83,2025-10-20 12:47:56.691000+00:00,,20251020-001.gpx
47.6091496,19.1473677,157.84,2025-10-20 12:47:56.894000+00:00,,20251020-001.gpx
47.6091517,19.1473779,157.85,2025-10-20 12:47:57.096000+00:00,,20251020-001.gpx
47.6091533,19.1473867,157.86,2025-10-20 12:47:57.266000+00:00,,20251020-001.gpx
47.609155,19.147398,157.87,2025-10-20 12:47:57.490000+00:00,,20251020-001.gpx
47.6091563,19.1474087,157.87,2025-10-20 12:47:57.691000+00:00,,20251020-001.gpx
47.6091574,19.1474193,157.88,2025-10-20 12:47:57.892000+00:00,,20251020-001.gpx
47.6091582,19.1474302,157.89,2025-10-20 12:47:58.093000+00:00,,20251020-001.gpx
47.6091586,19.1474401,157.89,2025-10-20 12:47:58.281000+00:00,,20251020-001.gpx
47.6091589,19.1474522,157.91,2025-10-20 12:47:58.505000+00:00,,20251020-001.gpx
47.6091589,19.1474622,157.92,2025-10-20 12:47:58.688000+00:00,,20251020-001.gpx
47.6091587,19.1474732,157.93,2025-10-20 12:47:58.890000+00:00,,20251020-001.gpx
47.6091584,19.147484,157.93,2025-10-20 12:47:59.091000+00:00,,20251020-001.gpx
47.6091578,19.1474949,157.9,2025-10-20 12:47:59.294000+00:00,,20251020-001.gpx
47.6091571,19.1475056,157.88,2025-10-20 12:47:59.495000+00:00,,20251020-001.gpx
47.609156,19.1475166,157.87,2025-10-20 12:47:59.696000+00:00,,20251020-001.gpx
47.6091547,19.1475276,157.89,2025-10-20 12:47:59.898000+00:00,,20251020-001.gpx
47.6091531,19.1475384,157.93,2025-10-20 12:48:00.101000+00:00,,20251020-001.gpx
47.6091516,19.1475472,157.96,2025-10-20 12:48:00.272000+00:00,,20251020-001.gpx
47.6091497,19.1475575,157.96,2025-10-20 12:48:00.473000+00:00,,20251020-001.gpx
47.6091475,19.1475678,157.97,2025-10-20 12:48:00.674000+00:00,,20251020-001.gpx
47.609145,19.1475783,157.97,2025-10-20 12:48:00.878000+00:00,,20251020-001.gpx
47.6091421,19.1475895,157.98,2025-10-20 12:48:01.099000+00:00,,20251020-001.gpx
47.6091394,19.1475985,158.0,2025-10-20 12:48:01.282000+00:00,,20251020-001.gpx
47.6091364,19.1476081,158.01,2025-10-20 12:48:01.484000+00:00,,20251020-001.gpx
47.6091333,19.147618,158.02,2025-10-20 12:48:01.686000+00:00,,20251020-001.gpx
47.6091296,19.1476288,158.04,2025-10-20 12:48:01.908000+00:00,,20251020-001.gpx
47.6091263,19.1476376,158.07,2025-10-20 12:48:02.091000+00:00,,20251020-001.gpx
47.6091225,19.1476472,158.08,2025-10-20 12:48:02.293000+00:00,,20251020-001.gpx
47.609119,19.1476554,158.1,2025-10-20 12:48:02.474000+00:00,,20251020-001.gpx
47.6091144,19.1476653,158.11,2025-10-20 12:48:02.695000+00:00,,20251020-001.gpx
47.6091099,19.1476741,158.12,2025-10-20 12:48:02.896000+00:00,,20251020-001.gpx
47.6091052,19.1476827,158.12,2025-10-20 12:48:03.097000+00:00,,20251020-001.gpx
47.6091003,19.1476913,158.13,2025-10-20 12:48:03.301000+00:00,,20251020-001.gpx
47.6090958,19.1476987,158.15,2025-10-20 12:48:03.483000+00:00,,20251020-001.gpx
47.6090906,19.1477069,158.17,2025-10-20 12:48:03.684000+00:00,,20251020-001.gpx
47.6090864,19.1477136,158.18,2025-10-20 12:48:03.848000+00:00,,20251020-001.gpx
47.60908,19.1477234,158.18,2025-10-20 12:48:04.089000+00:00,,20251020-001.gpx
47.6090752,19.1477305,158.17,2025-10-20 12:48:04.273000+00:00,,20251020-001.gpx
47.6090689,19.1477392,158.16,2025-10-20 12:48:04.501000+00:00,,20251020-001.gpx
47.6090631,19.147747,158.17,2025-10-20 12:48:04.702000+00:00,,20251020-001.gpx
47.6090572,19.1477547,158.19,2025-10-20 12:48:04.903000+00:00,,20251020-001.gpx
47.6090513,19.1477622,158.21,2025-10-20 12:48:05.105000+00:00,,20251020-001.gpx
47.6090458,19.1477691,158.21,2025-10-20 12:48:05.293000+00:00,,20251020-001.gpx
47.6090404,19.1477755,158.21,2025-10-20 12:48:05.474000+00:00,,20251020-001.gpx
47.6090336,19.1477832,158.21,2025-10-20 12:48:05.696000+00:00,,20251020-001.gpx
47.6090273,19.14779,158.22,2025-10-20 12:48:05.896000+00:00,,20251020-001.gpx
47.6090209,19.1477964,158.25,2025-10-20 12:48:06.097000+00:00,,20251020-001.gpx
47.6090144,19.1478025,158.3,2025-10-20 12:48:06.303000+00:00,,20251020-001.gpx
47.6090081,19.147808,158.33,2025-10-20 12:48:06.503000+00:00,,20251020-001.gpx
47.6090017,19.1478136,158.36,2025-10-20 12:48:06.704000+00:00,,20251020-001.gpx
47.6089944,19.1478197,158.39,2025-10-20 12:48:06.926000+00:00,,20251020-001.gpx
47.6089886,19.1478246,158.41,2025-10-20 12:48:07.106000+00:00,,20251020-001.gpx
47.6089823,19.1478297,158.44,2025-10-20 12:48:07.308000+00:00,,20251020-001.gpx
47.6089756,19.1478349,158.44,2025-10-20 12:48:07.510000+00:00,,20251020-001.gpx
47.6089688,19.1478397,158.46,2025-10-20 12:48:07.711000+00:00,,20251020-001.gpx
47.6089619,19.1478443,158.48,2025-10-20 12:48:07.912000+00:00,,20251020-001.gpx
47.6089548,19.1478485,158.51,2025-10-20 12:48:08.114000+00:00,,20251020-001.gpx
47.6089475,19.1478526,158.53,2025-10-20 12:48:08.323000+00:00,,20251020-001.gpx
47.6089403,19.1478565,158.55,2025-10-20 12:48:08.525000+00:00,,20251020-001.gpx
47.6089331,19.1478599,158.57,2025-10-20 12:48:08.725000+00:00,,20251020-001.gpx
47.6089257,19.1478631,158.59,2025-10-20 12:48:08.925000+00:00,,20251020-001.gpx
47.6089184,19.147866,158.6,2025-10-20 12:48:09.127000+00:00,,20251020-001.gpx
47.608911,19.1478687,158.59,2025-10-20 12:48:09.332000+00:00,,20251020-001.gpx
47.6089038,19.147871,158.6,2025-10-20 12:48:09.532000+00:00,,20251020-001.gpx
47.6088972,19.147873,158.59,2025-10-20 12:48:09.713000+00:00,,20251020-001.gpx
47.6088891,19.1478751,158.59,2025-10-20 12:48:09.935000+00:00,,20251020-001.gpx
47.6088816,19.1478768,158.59,2025-10-20 12:48:10.138000+00:00,,20251020-001.gpx
47.6088746,19.1478779,158.6,2025-10-20 12:48:10.329000+00:00,,20251020-001.gpx
47.6088684,19.1478787,158.61,2025-10-20 12:48:10.514000+00:00,,20251020-001.gpx
47.6088601,19.1478793,158.62,2025-10-20 12:48:10.736000+00:00,,20251020-001.gpx
47.6088526,19.1478792,158.63,2025-10-20 12:48:10.938000+00:00,,20251020-001.gpx
47.6088451,19.1478788,158.63,2025-10-20 12:48:11.141000+00:00,,20251020-001.gpx
47.608838,19.1478781,158.62,2025-10-20 12:48:11.335000+00:00,,20251020-001.gpx
47.6088303,19.1478768,158.61,2025-10-20 12:48:11.540000+00:00,,20251020-001.gpx
47.6088235,19.1478754,158.6,2025-10-20 12:48:11.721000+00:00,,20251020-001.gpx
47.6088167,19.1478737,158.61,2025-10-20 12:48:11.904000+00:00,,20251020-001.gpx
47.6088086,19.147871,158.61,2025-10-20 12:48:12.125000+00:00,,20251020-001.gpx
47.6088003,19.1478677,158.61,2025-10-20 12:48:12.351000+00:00,,20251020-001.gpx
47.6087927,19.1478641,158.61,2025-10-20 12:48:12.557000+00:00,,20251020-001.gpx
47.6087861,19.1478607,158.63,2025-10-20 12:48:12.739000+00:00,,20251020-001.gpx
47.6087784,19.1478562,158.64,2025-10-20 12:48:12.961000+00:00,,20251020-001.gpx
47.6087721,19.1478523,158.64,2025-10-20 12:48:13.141000+00:00,,20251020-001.gpx
47.608765,19.1478475,158.64,2025-10-20 12:48:13.345000+00:00,,20251020-001.gpx
47.6087582,19.1478426,158.64,2025-10-20 12:48:13.546000+00:00,,20251020-001.gpx
47.6087516,19.1478373,158.65,2025-10-20 12:48:13.747000+00:00,,20251020-001.gpx
47.6087451,19.1478316,158.65,2025-10-20 12:48:13.949000+00:00,,20251020-001.gpx
47.6087389,19.1478257,158.66,2025-10-20 12:48:14.150000+00:00,,20251020-001.gpx
47.6087325,19.147819,158.66,2025-10-20 12:48:14.358000+00:00,,20251020-001.gpx
47.6087265,19.1478125,158.68,2025-10-20 12:48:14.560000+00:00,,20251020-001.gpx
47.6087213,19.1478063,158.69,2025-10-20 12:48:14.743000+00:00,,20251020-001.gpx
47.6087152,19.1477984,158.71,2025-10-20 12:48:14.964000+00:00,,20251020-001.gpx
47.6087101,19.1477913,158.72,2025-10-20 12:48:15.167000+00:00,,20251020-001.gpx
47.6087046,19.1477831,158.72,2025-10-20 12:48:15.379000+00:00,,20251020-001.gpx
47.6087,19.1477759,158.71,2025-10-20 12:48:15.559000+00:00,,20251020-001.gpx
47.6086953,19.1477676,158.69,2025-10-20 12:48:15.761000+00:00,,20251020-001.gpx
47.6086907,19.1477591,158.68,2025-10-20 12:48:15.961000+00:00,,20251020-001.gpx
47.6086863,19.1477501,158.69,2025-10-20 12:48:16.171000+00:00,,20251020-001.gpx
47.6086822,19.1477411,158.68,2025-10-20 12:48:16.368000+00:00,,20251020-001.gpx
47.6086781,19.1477318,158.68,2025-10-20 12:48:16.570000+00:00,,20251020-001.gpx
47.6086742,19.1477222,158.67,2025-10-20 12:48:16.771000+00:00,,20251020-001.gpx
47.6086704,19.1477126,158.68,2025-10-20 12:48:16.973000+00:00,,20251020-001.gpx
47.6086671,19.1477035,158.67,2025-10-20 12:48:17.159000+00:00,,20251020-001.gpx
47.6086636,19.1476935,158.66,2025-10-20 12:48:17.360000+00:00,,20251020-001.gpx
47.6086602,19.1476835,158.65,2025-10-20 12:48:17.562000+00:00,,20251020-001.gpx
47.608657,19.1476734,158.65,2025-10-20 12:48:17.766000+00:00,,20251020-001.gpx
47.6086539,19.1476633,158.66,2025-10-20 12:48:17.967000+00:00,,20251020-001.gpx
47.608651,19.1476529,158.66,2025-10-20 12:48:18.169000+00:00,,20251020-001.gpx
47.6086484,19.1476432,158.65,2025-10-20 12:48:18.360000+00:00,,20251020-001.gpx
47.6086458,19.1476329,158.65,2025-10-20 12:48:18.564000+00:00,,20251020-001.gpx
47.6086438,19.1476247,158.64,2025-10-20 12:48:18.725000+00:00,,20251020-001.gpx
47.6086413,19.1476134,158.63,2025-10-20 12:48:18.947000+00:00,,20251020-001.gpx
47.608639,19.147602,158.62,2025-10-20 12:48:19.168000+00:00,,20251020-001.gpx
47.608637,19.1475915,158.6,2025-10-20 12:48:19.370000+00:00,,20251020-001.gpx
47.6086351,19.147581,158.59,2025-10-20 12:48:19.575000+00:00,,20251020-001.gpx
47.6086332,19.1475709,158.6,2025-10-20 12:48:19.778000+00:00,,20251020-001.gpx
47.6086312,19.1475607,158.63,2025-10-20 12:48:19.979000+00:00,,20251020-001.gpx
47.6086293,19.1475505,158.64,2025-10-20 12:48:20.181000+00:00,,20251020-001.gpx
47.6086273,19.1475392,158.63,2025-10-20 12:48:20.404000+00:00,,20251020-001.gpx
47.6086259,19.1475301,158.61,2025-10-20 12:48:20.585000+00:00,,20251020-001.gpx
47.6086245,19.1475198,158.6,2025-10-20 12:48:20.786000+00:00,,20251020-001.gpx
